state_fp,county_fp,year,T2M_mean,T2M_max,T2M_min,T2M_std,RH2M_mean,RH2M_std,ALLSKY_SFC_SW_DWN_mean,ALLSKY_SFC_SW_DWN_std,latitude_first,longitude_first,county_first,extreme_heat_days,NDVI_mean,NDVI_max,NDVI_min,NDVI_std,EVI_mean,EVI_std,NDWI_mean,NDWI_std,state_name,county_name,crop,yield_value,yield_cv
01,003,2008,24.208571428571428,27.81,18.96,3.576583232506635,78.62857142857142,2.994580819699859,20.924285714285713,2.6553835701762396,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7222109690842349,0.7660977153034991,0.6826282759575704,0.03214499271245888,0.42874536126019513,0.044985939524009734,0.7183463366138595,0.03194752379240492,ALABAMA,BALDWIN,soybean,41.5,
01,003,2009,24.554285714285715,27.81,18.73,3.492591478844216,81.30857142857143,3.541931810803385,20.599999999999998,3.861398710312106,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7215208110057064,0.7683230576492035,0.6678430784301936,0.032899681929149105,0.441384747035435,0.04877106492106373,0.7187144344064628,0.03325298980761044,ALABAMA,BALDWIN,corn,124.0,
01,003,2009,24.554285714285715,27.81,18.73,3.492591478844216,81.30857142857143,3.541931810803385,20.599999999999998,3.861398710312106,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7215208110057064,0.7683230576492035,0.6678430784301936,0.032899681929149105,0.441384747035435,0.04877106492106373,0.7187144344064628,0.03325298980761044,ALABAMA,BALDWIN,soybean,40.5,
01,003,2010,25.162857142857142,28.6,18.97,3.8353214306222743,77.50714285714285,4.982695770650377,21.740000000000002,2.1872737978283983,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7199187140764086,0.7675185767929316,0.6713665731765328,0.035550304372716,0.4380734676675467,0.05382820452490396,0.7164416341129386,0.038241858882612195,ALABAMA,BALDWIN,corn,161.9,
01,003,2010,25.162857142857142,28.6,18.97,3.8353214306222743,77.50714285714285,4.982695770650377,21.740000000000002,2.1872737978283983,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7199187140764086,0.7675185767929316,0.6713665731765328,0.035550304372716,0.4380734676675467,0.05382820452490396,0.7164416341129386,0.038241858882612195,ALABAMA,BALDWIN,soybean,40.0,
01,003,2011,25.231428571428573,29.47,19.31,4.089317092830328,71.60428571428572,4.801728359465501,22.27,3.21645249718796,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.721302134220025,0.76812480473559,0.6880080858795036,0.0321263238647979,0.4299528500315746,0.03054760416951574,0.7184177624232367,0.03399502386206948,ALABAMA,BALDWIN,corn,65.9,
01,003,2011,25.231428571428573,29.47,19.31,4.089317092830328,71.60428571428572,4.801728359465501,22.27,3.21645249718796,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.721302134220025,0.76812480473559,0.6880080858795036,0.0321263238647979,0.4299528500315746,0.03054760416951574,0.7184177624232367,0.03399502386206948,ALABAMA,BALDWIN,soybean,37.0,
01,003,2012,24.571428571428573,27.48,20.06,3.009382154592692,77.77857142857144,3.535248357948984,21.077142857142857,2.825896402239558,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7269739874104169,0.7773001930307133,0.677892886356527,0.03292668522342145,0.4485475518854188,0.0495189450568558,0.7255705752858665,0.03552859111389328,ALABAMA,BALDWIN,corn,123.3,
01,003,2012,24.571428571428573,27.48,20.06,3.009382154592692,77.77857142857144,3.535248357948984,21.077142857142857,2.825896402239558,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7269739874104169,0.7773001930307133,0.677892886356527,0.03292668522342145,0.4485475518854188,0.0495189450568558,0.7255705752858665,0.03552859111389328,ALABAMA,BALDWIN,soybean,41.0,
01,003,2013,24.25,27.15,19.1,3.3429926712453315,81.27571428571427,2.313538827156765,19.75857142857143,2.604550047970081,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7369887894052928,0.7797037940773104,0.68230031082596,0.0347085797497783,0.43217316517844845,0.05116635854678799,0.7329321192751428,0.0366362612232384,ALABAMA,BALDWIN,corn,156.0,
01,003,2013,24.25,27.15,19.1,3.3429926712453315,81.27571428571427,2.313538827156765,19.75857142857143,2.604550047970081,30.660969664828123,-87.74984007841486,Baldwin,0.0,0.7369887894052928,0.7797037940773104,0.68230031082596,0.0347085797497783,0.43217316517844845,0.05116635854678799,0.7329321192751428,0.0366362612232384,ALABAMA,BALDWIN,soybean,41.9,
